SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,CarrierTrackingNumber,CustomerPONumber,RevisionNumber
SO51989,1,21918,477,20210703,20210713,20210710,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52078,1,25439,529,20210705,20210715,20210712,1,100,4,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO52167,2,19499,479,20210707,20210717,20210714,1,98,10,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO52250,1,13360,485,20210708,20210718,20210715,1,100,4,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO52326,1,21602,605,20210709,20210719,20210716,1,100,1,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO52413,1,21190,528,20210712,20210722,20210719,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52500,1,15469,528,20210713,20210723,20210720,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52582,3,22924,477,20210715,20210725,20210722,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52668,1,27821,561,20210716,20210726,20210723,1,98,10,1,2384.0700,2384.0700,0.0000,0,1481.9379,1481.9379,2384.0700,190.7256,59.6018,,,1
SO52755,2,16459,480,20210718,20210728,20210725,2,98,10,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52839,2,25675,225,20210719,20210729,20210726,1,98,10,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO52925,1,19380,386,20210721,20210731,20210728,1,100,7,1,1120.4900,1120.4900,0.0000,0,713.0798,713.0798,1120.4900,89.6392,28.0123,,,1
SO53021,1,29000,530,20210724,20210803,20210731,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO53104,1,13696,528,20210725,20210804,20210801,1,100,8,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO55424,2,27152,222,20210901,20210911,20210908,1,98,10,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO56349,3,13732,488,20210918,20210928,20210925,1,19,6,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO56444,3,16416,234,20210920,20210930,20210927,1,100,7,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO56526,3,17045,489,20210921,20211001,20210928,1,6,9,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO56604,1,21978,537,20210923,20211003,20210930,1,6,9,1,35.0000,35.0000,0.0000,0,13.0900,13.0900,35.0000,2.8000,0.8750,,,1
SO56689,4,24346,487,20210924,20211004,20211001,1,100,4,1,54.9900,54.9900,0.0000,0,20.5663,20.5663,54.9900,4.3992,1.3748,,,1
SO56771,5,11640,231,20210926,20211006,20211003,1,19,6,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO56864,2,28281,480,20210928,20211008,20211005,2,100,4,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56956,3,21673,479,20210929,20211009,20211006,1,100,7,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO57226,2,19162,477,20211001,20211011,20211008,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO57314,2,16411,217,20211003,20211013,20211010,1,100,8,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO43737,1,13261,311,20190706,20190716,20190713,1,29,8,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44019,1,16701,310,20190727,20190806,20190803,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44326,1,17728,312,20190902,20190912,20190909,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44623,1,12301,312,20191010,20191020,20191017,1,39,7,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44893,1,28856,314,20191112,20191122,20191119,1,100,1,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45140,1,12485,312,20191212,20191222,20191219,1,100,7,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45426,1,14164,312,20200113,20200123,20200120,1,100,8,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45697,1,11516,314,20200215,20200225,20200222,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45941,1,19978,310,20200320,20200330,20200327,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46233,1,23867,314,20200416,20200426,20200423,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46508,1,28504,349,20200519,20200529,20200526,1,100,7,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO46787,1,15195,333,20200612,20200622,20200619,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO47133,1,13357,379,20200708,20200718,20200715,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO47340,1,13401,369,20200731,20200810,20200807,2,100,4,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47732,1,13452,369,20200831,20200910,20200907,2,100,4,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47939,1,21987,371,20200928,20201008,20201005,1,6,9,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48279,1,14121,381,20201030,20201109,20201106,1,100,1,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO48600,1,18185,385,20201118,20201128,20201125,1,100,8,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO48872,1,15483,335,20201210,20201220,20201217,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49211,1,27020,354,20210104,20210114,20210111,1,100,4,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49418,1,14030,352,20210125,20210204,20210201,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO49731,1,29450,360,20210217,20210227,20210224,1,100,7,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50012,1,27255,358,20210313,20210323,20210320,1,100,1,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50353,1,14440,385,20210402,20210412,20210409,1,100,4,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO65042,1,14084,478,20220128,20220207,20220204,1,19,6,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO50592,1,27560,333,20210425,20210505,20210502,1,19,6,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO50901,1,15833,352,20210513,20210523,20210520,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO51184,4,11263,222,20210531,20210610,20210607,1,100,1,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO51260,2,25618,479,20210604,20210614,20210611,1,100,8,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO51338,1,16339,382,20210610,20210620,20210617,1,6,9,1,1120.4900,1120.4900,0.0000,0,713.0798,713.0798,1120.4900,89.6392,28.0123,,,1
SO51410,2,14945,485,20210614,20210624,20210621,1,100,8,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO51483,2,23606,529,20210619,20210629,20210626,1,98,10,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO51555,7,11037,480,20210623,20210703,20210630,2,19,6,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO51635,3,18242,471,20210628,20210708,20210705,1,6,9,1,63.5000,63.5000,0.0000,0,23.7490,23.7490,63.5000,5.0800,1.5875,,,1
SO51903,1,19344,539,20210701,20210711,20210708,1,100,8,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO51989,2,21918,478,20210703,20210713,20210710,1,100,4,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO52078,2,25439,540,20210705,20210715,20210712,1,100,4,1,32.6000,32.6000,0.0000,0,12.1924,12.1924,32.6000,2.6080,0.8150,,,1
SO52167,3,19499,477,20210707,20210717,20210714,1,98,10,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52250,2,13360,222,20210708,20210718,20210715,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52326,2,21602,479,20210709,20210719,20210716,1,100,1,1,8.9900,8.9900,0.0000,0,3.3623,3.3623,8.9900,0.7192,0.2248,,,1
SO52413,2,21190,537,20210712,20210722,20210719,1,6,9,1,35.0000,35.0000,0.0000,0,13.0900,13.0900,35.0000,2.8000,0.8750,,,1
SO52500,2,15469,214,20210713,20210723,20210720,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52582,4,22924,488,20210715,20210725,20210722,1,6,9,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO52668,2,27821,214,20210716,20210726,20210723,1,98,10,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52756,1,12514,225,20210718,20210728,20210725,1,100,7,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO52840,1,24083,564,20210719,20210729,20210726,1,100,7,1,2384.0700,2384.0700,0.0000,0,1481.9379,1481.9379,2384.0700,190.7256,59.6018,,,1
SO52925,2,19380,539,20210721,20210731,20210728,1,100,7,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO53021,2,29000,480,20210724,20210803,20210731,2,100,1,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO53104,2,13696,214,20210725,20210804,20210801,1,100,8,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO55425,1,24154,477,20210901,20210911,20210908,1,98,10,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56350,1,22138,536,20210918,20210928,20210925,1,100,4,1,29.9900,29.9900,0.0000,0,11.2163,11.2163,29.9900,2.3992,0.7498,,,1
SO56445,1,16412,374,20210920,20210930,20210927,1,100,7,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO56526,4,17045,225,20210921,20211001,20210928,1,6,9,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO56604,2,21978,480,20210923,20211003,20210930,1,6,9,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56690,1,22791,606,20210924,20211004,20211001,2,100,4,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO56772,1,11698,476,20210926,20211006,20211003,1,19,6,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO56865,1,29173,539,20210928,20211008,20211005,1,100,1,1,24.9900,24.9900,0.0000,0,9.3463,9.3463,24.9900,1.9992,0.6248,,,1
SO56956,4,21673,217,20210929,20211009,20211006,1,100,7,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO57226,3,19162,225,20211001,20211011,20211008,1,100,4,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO57315,1,23925,378,20211003,20211013,20211010,1,100,8,1,2443.3500,2443.3500,0.0000,0,1554.9479,1554.9479,2443.3500,195.4680,61.0838,,,1
SO43738,1,11606,312,20190706,20190716,20190713,1,39,7,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44020,1,16931,311,20190727,20190806,20190803,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44327,1,28598,314,20190903,20190913,20190910,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44624,1,19357,342,20191010,20191020,20191017,1,29,8,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO44894,1,25943,348,20191112,20191122,20191119,1,100,4,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45141,1,29222,312,20191212,20191222,20191219,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45427,1,29481,349,20200113,20200123,20200120,1,100,8,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45698,1,14747,326,20200215,20200225,20200222,1,100,4,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO45942,1,20219,312,20200320,20200330,20200327,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46234,1,12110,312,20200416,20200426,20200423,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46509,1,12886,310,20200519,20200529,20200526,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46788,1,12342,358,20200612,20200622,20200619,1,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47134,1,26296,354,20200708,20200718,20200715,1,100,1,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO47341,1,25104,368,20200731,20200810,20200807,1,19,6,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO47733,1,13461,375,20200831,20200910,20200907,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO47940,1,12994,354,20200928,20201008,20201005,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO48280,1,13487,377,20201030,20201109,20201106,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48601,1,28728,362,20201118,20201128,20201125,2,100,7,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO48873,1,15499,323,20201210,20201220,20201217,1,100,1,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO49212,1,14337,387,20210104,20210114,20210111,1,100,1,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO49419,1,23534,368,20210125,20210204,20210201,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO49732,1,14523,356,20210217,20210227,20210224,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO50013,1,17979,379,20210313,20210323,20210320,1,98,10,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO50354,1,14456,381,20210402,20210412,20210409,1,100,1,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO65042,2,14084,477,20220128,20220207,20220204,1,19,6,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO50593,1,15266,352,20210425,20210505,20210502,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO50902,1,24506,368,20210513,20210523,20210520,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO51185,1,27767,571,20210531,20210610,20210607,1,100,8,1,742.3500,742.3500,0.0000,0,461.4448,461.4448,742.3500,59.3880,18.5588,,,1
SO51260,3,25618,477,20210604,20210614,20210611,1,100,8,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO51339,1,12462,359,20210610,20210620,20210617,1,100,8,1,2294.9900,2294.9900,0.0000,0,1251.9813,1251.9813,2294.9900,183.5992,57.3748,,,1
SO51410,3,14945,483,20210614,20210624,20210621,1,100,8,1,120.0000,120.0000,0.0000,0,44.8800,44.8800,120.0000,9.6000,3.0000,,,1
SO51483,3,23606,472,20210619,20210629,20210626,1,98,10,1,63.5000,63.5000,0.0000,0,23.7490,23.7490,63.5000,5.0800,1.5875,,,1
SO51556,1,11022,353,20210623,20210703,20210630,1,100,1,1,2319.9900,2319.9900,0.0000,0,1265.6195,1265.6195,2319.9900,185.5992,57.9998,,,1
SO51635,4,18242,529,20210628,20210708,20210705,1,6,9,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO51903,2,19344,480,20210701,20210711,20210708,1,100,8,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO51989,3,21918,490,20210703,20210713,20210710,1,100,4,1,53.9900,53.9900,0.0000,0,41.5723,41.5723,53.9900,4.3192,1.3498,,,1
SO52078,3,25439,214,20210705,20210715,20210712,1,100,4,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52167,4,19499,217,20210707,20210717,20210714,1,98,10,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52251,1,13372,485,20210708,20210718,20210715,1,100,1,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO52327,1,21021,584,20210709,20210719,20210716,1,100,7,1,539.9900,539.9900,0.0000,0,343.6496,343.6496,539.9900,43.1992,13.4998,,,1
SO52413,3,21190,480,20210712,20210722,20210719,1,6,9,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO52501,1,15330,528,20210713,20210723,20210720,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52583,1,21254,528,20210715,20210725,20210722,1,6,9,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO52668,3,27821,225,20210716,20210726,20210723,1,98,10,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO52757,1,12948,485,20210718,20210728,20210725,1,100,4,1,21.9800,21.9800,0.0000,0,8.2205,8.2205,21.9800,1.7584,0.5495,,,1
SO52840,2,24083,214,20210719,20210729,20210726,1,100,7,1,34.9900,34.9900,0.0000,0,13.0863,13.0863,34.9900,2.7992,0.8748,,,1
SO52925,3,19380,529,20210721,20210731,20210728,1,100,7,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO53022,1,28003,530,20210724,20210803,20210731,1,100,1,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO53104,3,13696,225,20210725,20210804,20210801,1,100,8,1,8.9900,8.9900,0.0000,0,6.9223,6.9223,8.9900,0.7192,0.2248,,,1
SO55425,2,24154,463,20210901,20210911,20210908,1,98,10,1,24.4900,24.4900,0.0000,0,9.1593,9.1593,24.4900,1.9592,0.6123,,,1
SO56350,2,22138,528,20210918,20210928,20210925,1,100,4,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO56445,2,16412,540,20210920,20210930,20210927,1,100,7,1,32.6000,32.6000,0.0000,0,12.1924,12.1924,32.6000,2.6080,0.8150,,,1
SO56527,1,18767,581,20210921,20211001,20210928,1,6,9,1,1700.9900,1700.9900,0.0000,0,1082.5100,1082.5100,1700.9900,136.0792,42.5248,,,1
SO56605,1,20603,538,20210923,20211003,20210930,1,6,9,1,21.4900,21.4900,0.0000,0,8.0373,8.0373,21.4900,1.7192,0.5373,,,1
SO56690,2,22791,529,20210924,20211004,20211001,1,100,4,1,3.9900,3.9900,0.0000,0,1.4923,1.4923,3.9900,0.3192,0.0998,,,1
SO56772,2,11698,231,20210926,20211006,20211003,1,19,6,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO56865,2,29173,480,20210928,20211008,20211005,1,100,1,1,2.2900,2.2900,0.0000,0,0.8565,0.8565,2.2900,0.1832,0.0573,,,1
SO56956,5,21673,231,20210929,20211009,20211006,1,100,7,1,49.9900,49.9900,0.0000,0,38.4923,38.4923,49.9900,3.9992,1.2498,,,1
SO57226,4,19162,478,20211001,20211011,20211008,1,100,4,1,9.9900,9.9900,0.0000,0,3.7363,3.7363,9.9900,0.7992,0.2498,,,1
SO57315,2,23925,477,20211003,20211013,20211010,1,100,8,1,4.9900,4.9900,0.0000,0,1.8663,1.8663,4.9900,0.3992,0.1248,,,1
SO43739,1,13563,310,20190706,20190716,20190713,1,98,10,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44021,1,11032,348,20190727,20190806,20190803,1,6,9,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO44328,1,17921,310,20190903,20190913,20190910,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44625,1,28658,314,20191010,20191020,20191017,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO44895,1,25951,351,20191112,20191122,20191119,1,100,4,1,3374.9900,3374.9900,0.0000,0,1898.0944,1898.0944,3374.9900,269.9992,84.3748,,,1
SO45142,1,22901,311,20191212,20191222,20191219,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO45428,1,11414,346,20200113,20200123,20200120,1,98,10,1,3399.9900,3399.9900,0.0000,0,1912.1544,1912.1544,3399.9900,271.9992,84.9998,,,1
SO45699,1,14750,336,20200215,20200225,20200222,1,100,4,1,699.0982,699.0982,0.0000,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,1
SO45943,1,20221,310,20200320,20200330,20200327,1,6,9,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46235,1,12151,312,20200416,20200426,20200423,1,100,4,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46510,1,24386,311,20200519,20200529,20200526,1,19,6,1,3578.2700,3578.2700,0.0000,0,2171.2942,2171.2942,3578.2700,286.2616,89.4568,,,1
SO46789,1,28506,358,20200613,20200623,20200620,1,100,7,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47135,1,27027,343,20200708,20200718,20200715,1,19,6,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO47342,1,26304,360,20200731,20200810,20200807,1,100,1,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO47734,1,15333,333,20200831,20200910,20200907,1,100,4,1,782.9900,782.9900,0.0000,0,486.7066,486.7066,782.9900,62.6392,19.5748,,,1
SO47941,1,13010,356,20200928,20201008,20201005,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO48281,1,13492,371,20201030,20201109,20201106,1,100,4,1,2181.5625,2181.5625,0.0000,0,1320.6838,1320.6838,2181.5625,174.5250,54.5391,,,1
SO48602,1,12237,352,20201118,20201128,20201125,1,100,8,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO48874,1,13970,360,20201210,20201220,20201217,1,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO49213,1,25034,387,20210104,20210114,20210111,1,6,9,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO49420,1,14354,389,20210125,20210204,20210201,1,100,4,1,1000.4375,1000.4375,0.0000,0,605.6492,605.6492,1000.4375,80.0350,25.0109,,,1
SO49733,1,14259,360,20210217,20210227,20210224,1,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50014,1,17833,369,20210313,20210323,20210320,2,100,8,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
SO50355,1,15268,352,20210402,20210412,20210409,1,6,9,1,2071.4196,2071.4196,0.0000,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,,,1
SO65043,1,28341,476,20220128,20220207,20220204,1,19,6,1,69.9900,69.9900,0.0000,0,26.1763,26.1763,69.9900,5.5992,1.7498,,,1
SO50594,1,15601,360,20210425,20210505,20210502,1,6,9,1,2049.0982,2049.0982,0.0000,0,1105.8100,1105.8100,2049.0982,163.9279,51.2275,,,1
SO50903,1,24586,370,20210513,20210523,20210520,1,6,9,1,2443.3500,2443.3500,0.0000,0,1518.7864,1518.7864,2443.3500,195.4680,61.0838,,,1
